Date,Question,Topic,New/Review,🌟,Need Review,Notes,Column 1
,2444. 统计定界子数组的数目,"Mathworks, Microsoft, Google, Amazon, Meta",Review,❤️,No,"- 假设所有元素都在minK, maxK 之间，那么一边遍历 array，一边看是否出现 minK, maxK，以及记录它们的 index。若当遍历到某个数时，minK 和 maxK 都找到了，则以此时的 i 为右端点，左端点在 [0,min(minI, maxI)]的所有subarray 都符合条件
- 但事实上，有些元素不在[minK, maxK]之间，那么需要一个额外的 index 来记录上次越界元素出现的位置。则，minK和 maxK 都需要在 index 右边出现才行。并且左端点需要在[index+1, min(minI, maxI)]之间",
,2514. 统计同位异构字符串数目,Mathworks,New,,Yes,,
,566. 重塑矩阵,"Mathworks, Meta, Amazon",New,,No,"对 x 属于[0,mn)来说。它在 m*n 的网格图中的位置是 mat[x//n][x%n]",
,2861. 最大合金数,"Mathworks, Microsoft",New,,No,,
,526. 优美的排列,"Mathworks, Google",New,,No,等待我要学状态压缩 DP 的时候再看！,
,1648. 销售价值减少的颜色球,Mathworks,New,,No,,
,3035. 回文字符串的最大数量,Mathworks,New,,No,,
9.28,500. 键盘行,"Mathworks, Google, Microsoft",New,,Yes,"用一个 string 代表从 a 到 z 每个字母所在的行数
rowIdx = ""12210111011122000010020202""",
,638. 大礼包,"Mathworks, Google, Amazon",New,,Yes,"完全背包. 首先用 DFS 搜索，每次尝试用一个礼包，返回当前需求下的最小花费。然后再记忆化搜索。
时间复杂度：状态数量*每个状态的耗时。状态数量：所有 needs 中的元素相乘",
,968. 监控二叉树,"Mathworks, Google, Amazon, Meta, Microsoft",Review,❤️,No,"对于一个节点，有三个方法可以被监控
- 自己装摄像头 （蓝）
- 自己没装，parent 装摄像头 （黄）
- 自己没装，child 装摄像头 （红）

考虑节点为蓝/黄/红
- 当节点为蓝时：子节点可以为蓝/黄/红，则答案为：min(左蓝，左黄，左红)+min(右蓝，右黄，右红)+1
- 黄：子节点不可能是黄色，可以是蓝红。则答案为：min(左蓝，左红)+min(右蓝，右红)
- 红：子节点不可能是黄色，并且至少有一个儿子是蓝色。则答案为：min(左蓝+右红，右蓝+左红，左蓝+右蓝)

题目中的祖先（根节点）应当为蓝/红，dfs 函数返回三种情况所需的最少摄像头数量",
,1130. 叶值的最小代价生成树,"Mathworks, Google",New,,No,"中序遍历的特点：数组中的任意连续子区间 [i, j] 都对应着二叉树中的一个完整子树

arr = [6,2,4]

可以知道，有两种组成树的方式，因为有两种方法去划分这个 array，一个是 6,(2,4),一个是(6,2),4

dfs(left, right)返回从 array[left, right]构成的树的（非叶子节点最小和，区间中的最大值）",
,1163. 按字典序排在最后的子串,"Mathworks, Amazon",Review,,No,,
,108. 将有序数组转换为二叉搜索树,"Mathworks, Microsoft, Google, Amazon, Meta, TikTok",Review,,No,,
,2582. 递枕头,"Mathworks, Google, Microsoft, Meta",New,,No,easy,
,115. 不同的子序列,"Mathworks, Microsoft, Google, Amazon, Meta, TikTok",New,,No,"dp[i][j]表示s(0,i-1)与t(0,j-1)匹配的方案数量

如果s[i]==t[j]，则可以用s[i],也可以不用
如果不相等，不能用 s[i]",
,2964. 可被整除的三元组数量,Mathworks,New,,No,枚举中间的数,
,1328. 破坏回文串,Mathworks,New,,No,找到第一个不是a的字母，把它换成a,
9.29,2861. 最大合金数,Mathworks,Review,,No,,
,566. 重塑矩阵,Mathworks,Review,,No,,
,2444. 统计定界子数组的数目,Mathworks,Review,,No,,
,968. 监控二叉树,Mathworks,Review,,No,,
,115. 不同的子序列,Mathworks,Review,,No,,
,3035. 回文字符串的最大数量,Mathworks,Review,,No,,
,1482. 制作 m 束花所需的最少天数,Mathworks,Review,,No,,
,1163. 按字典序排在最后的子串,Mathworks,Review,,No,,
,1130. 叶值的最小代价生成树,Mathworks,Review,,Yes,,
,2462. 雇佣 K 位工人的总代价,Mathworks,Review,,No,,
,2559. 统计范围内的元音字符串数,Mathworks,Review,,No,,
,1048. 最长字符串链,Mathworks,New,,Yes,,
10/01,1319. 连通网络的操作次数,,Review,,No,,
,990. 等式方程的可满足性,,Review,,No,,
,743. 网络延迟时间,Basic,Review,,Yes,,
,684. 冗余连接,Basic,Review,,No,,
,305. 岛屿数量 II,Google,New,,,,
,1514. 概率最大的路径,Google,New,,No,,
,834. 树中距离之和,Google,New,,No,"用两个数组，一个size, 一个ans. size用来记录每个节点代表的子树的大小，ans代表每个节点到其它所有点的距离之和。
dfs第一遍，填充size数组，并且蒋depth往下传，每次循环都要执行ans[0]+=depth。并且等待子树的size数组填充完毕后，当前子树的size数组也可以得到了。
reroot第二遍，可以知道ans[x]=ans[parent]+n-2*size[x]",
,310. 最小高度树,"Google, Basic",Review,,Yes,用队列,
,1376. 通知所有员工所需的时间,,New,,Yes,"当访问某个员工 x 时，看通知它的时间是否已经算出来过, manager[x]>0
如果没算出来过，先去递归计算他的上司需要多少时间（dfs(manager[x])）然后直接加上它上司通知它的时间，inform[x]+=dfs(manager[x])
把x标记为：已经知道通知它需要的时间： manager[x]=-1
最后返回答案inform[x]",
,528. 按权重随机选择,"Google, Paypal",Review,,No,比如1 3 2，生成前缀和为1 4 6. 那么，从1到6之间随机生成一个数字x，比如生成2/3/4的概率为1/2， 则用二分法找第一个大于等于x的index，即为答案,
,281. 锯齿迭代器,"Google, Amazon",New,,No,"用队列存储 (数组, 下标)。每次要获得一个数字的时候，取出一个数组，然后把index往后移动一位，在把这个数组加入队列",
,98. 验证二叉搜索树,Google,Review,,No,,
10.2,269. 火星词典,Google,Review,,No,三色染色法,
10.3,518. 零钱兑换 II,Google,Review,,No,,
,9. 回文数,Bloomberg,Review,,No,,
,904. 水果成篮,Bloomberg,Review,,No,,
10.5,1472. 设计浏览器历史记录,Bloomberg,New,,Yes,,
,1029. 两地调度,Bloomberg,New,,No,,
10.6,1396. 设计地铁系统,Bloomberg,New,,No,"用两个哈希表，第一个记录每个人的信息，key为ID，value为(startStation, startTime), 因为一个人刷卡出站的时候，肯定要知道她在什么时候、在哪一站上的车
第二个哈希表记录的是route的信息，key为(startStation, endStation)，value为(totalPeople, totalTime)，这是为了方便计算平均值。每次计算的时候只要相除就可以了",
,1169. 查询无效交易,Bloomberg,New,,No,二分最好,
10.7,1258. 近义词句子,Rippling,New,,No,"Union Find! paren=defaultdict(str)
建立一个map, g[root]=[synonyms]",
,690. 员工的重要性,Rippling,New,,No,用树即可！,
,380. O(1) 时间插入、删除和获取随机元素,Rippling,Review,,quick review,必须要用 memo 记录 val->idx 的映射，不然用.find()的话时间复杂度不满足要求！,
10.8,3387. 两天自由外汇交易后的最大货币数,Rippling,New,,No,"最终收益 = 第1天换到的货币X / (1单位初始货币在第2天能换多少货币X)
做一个单独的函数，计算在某一天，1个initialCurrenct可以换多少个其它货币，返回一个字典，key为货币名称，amount为金额
也就是相当于对于某一天的汇率，建一次图",
,1396. 设计地铁系统,"Bloomberg, Rippling",Review,,No,,
10.9,465. 最优账单平衡,Rippling,New,,No,状压DP,
,526. 优美的排列,,Review,,Yes,状压DP,
,460. LFU 缓存,"Rippling, Google, Meta, Microsoft",New,❤️,No,"想像成有好几摞书，分别对应使用一次、两次、三次
并且书的底部表示最久没有用的，顶部表示最近使用的，每一摞书用双向链表表示
类的变量有：key_to_val_freq, freq_to_dict, min_freq",
,1326. 灌溉花园的最少水龙头数目,"Rippling, Google",New,,No,升级版的45题。注意开头的处理：用right_most数组记录，从当前位置能到的最远的地方。,
,45. 跳跃游戏 II,"Google, Amazon, Meta, Microsoft, Bloomberg, TikTok",Review,❤️,No,"注意更好的写法：遍历每个位置。
可以同时处理【到不了终点】这个情况。
canReach代表：我不跳新的一步的时候，现在能到的最远的位置。它应该被初始化为0",
,399. 除法求值,"Google, Amazon, Meta, Microsoft, Bloomberg, TikTok, Basic",Review,❤️,No,"每个查询单独维护一个vis.
dfs(a,b)返回a/b的值
base case is a==b，return 1",
,1258. 近义词句子,Rippling,Review,,No,,
,690. 员工的重要性,"Rippling, Google, Amazon, Microsoft",Review,,No,,
,1353. 最多可以参加的会议数目,Google,Review,❤️,Yes,"最好的情况是：从day1到day max,每天参加不同的会议
这个会议并不需要完整地参与，而是每一天，尽量找一个新的会议参加。所以外层遍历day
为什么要找结束时间最早的会议A参加呢？因为如果先去参加别的会议，过一天，A有可能就结束了",
,359. 日志速率限制器,"Google, Amazon, Bloomberg",Review,,No,"q 里的元素 严格属于 [currentTs-9, currentTs]
set 与 q 内容同步（同删同加）",
,143. 重排链表,Google,Review,,No,,
,165. 比较版本号,Google,New,,No,,
10/10,1110. 删点成林,Google,Review,,No,dfs(root)，如果root是需要被删的，那么dfs返回None，并且把左右子树都加入res中；如果root不需要被删，那么令root.left=dfs(root.left),
,2101. 引爆最多的炸弹,"Google, Amazon, Microsoft",Review,,No,有向图，不可以使用并查集,
,3481. 应用替换,Google,Review,,No,parse。,
,778. 水位上升的泳池中游泳,"Google, Amazon, Meta",Review,,Yes,"dijkstra, 把两个节点之间，高度的最大值，当作这两个节点之间的边权值",
,1293. 网格中的最短路径,"Google, Meta, Bloomberg, TikTok",Review,,No,,
,99. 恢复二叉搜索树,"Google, Meta, Amazon, Microsoft, Bloomberg, TikTok",Review,,Yes,"中序遍历，需要使用一个prev来保存刚才访问过的节点, 这就顺便起到了cur的作用（保存刚才访问到的值）",
,987. 二叉树的垂序遍历,"Meta, Amazon, Google, Microsoft",New,,No,,
,1202. 交换字符串中的元素,"Google, Amazon, Bloomberg, Paypal",New,,No,,
,437. 路径总和 III,"Google, Amazon, Meta, Microsoft",Review,,Yes,"保持前缀和, dfs(root, prefix)的意思是遍历到当前节点，传递着从根节点到root's parent的路径之和",
,444. 序列重建,Google,New,,No,把所有的序列视为有向图，首先把入度为0的节点放入队列，**队列中一定保证只有唯一的入度为0的节点**。（因为此时需要选一个节点加入拓扑排序，必须选这个入度为0的节点）,
10.11,3593. 使叶子路径成本相等的最小增量,Google,New,,Yes,找他儿子中的最大路径值，数有多少个儿子不是这个最大路径值,
,341. 扁平化嵌套列表迭代器,"Meta, Google, Bloomberg",New,❤️,Yes,"使用stack。熟悉把所有元素倒序加入stack。每次在调用hasNext的时候，检查栈顶元素是否为integer，如果是，直接返回True
如果不是，则把那个栈顶的list拿出来，倒序加入现在的stack，一直这样做，直到栈顶元素为Integer
当stack为空，返回False",
,173. 二叉搜索树迭代器,"Google, Meta, Microsoft, Bloomberg, Basic",Review,,No,,
,834. 树中距离之和,"Google, Microsoft, Amazon",Review,,Yes,,
,96. 不同的二叉搜索树,"Google, Amazon, Meta, Microsoft, Bloomberg, TikTok",New,,Yes,"#G[n]表示由n个节点组成的二叉搜索树的个数
        #f[i]表示其中以i为root的二叉搜索树的个数
        #想象i为root，那么它的左边节点一共有i-1个，右边节点一共有n-i个。而它的左子树和右子树都是二叉搜索树，所以对应的个数为G[i-1]和G[n-i]",
,95. 不同的二叉搜索树 II,"Google, Meta, Microsoft",New,,Yes,"build(l,r)表示返回一个list,里面是由节点[l,r]构建的所有BST
每次调用函数时，枚举root_value, 把他们分别作为root，然后可以得到这种情况下的左子树集合、右子树集合，然后拼接起来即可。root 的value可以在[l,r]之间",
,450. 删除二叉搜索树中的节点,"Google, Amazon, Meta, Microsoft",New,,No,"先分成三种情况：1/2. 要删的在左边/右边，递归删除后再安装。3. 删自己
删自己又分成三种情况：1. 叶子结点；2. 只有一个孩子；3. 有两个孩子
有两个孩子的时候，找到root的后序节点（root.right的最左边的孩子），然后用它的值替换掉root的值，最后删除这个后序节点（递归）",
,1976. 到达目的地的方案数,"Google, Amazon, Microsoft, Meta, Bloomberg",New,❤️,Yes,"一边Dijkstra，一边更新dp
dp[i]表示从0到i节点的最短路径的个数",
,3387. 两天自由外汇交易后的最大货币数,Rippling,Review,,No,给第一天和第二天分别建图,
10.12,631. 设计 Excel 求和公式,"Rippling, Google, Amazon, Microsoft",New,,Yes,每次set/sum的时候，由于有可能会影响到后续节点，都要调用_topo_sort来更新顺序（填充stack），再用_execute_stack来把栈清空，对于每一个被pop出来的节点，都去调用_calc_sum来更新它的值,
,460. LFU 缓存,"Amazon, Meta",New,,Yes,,
,465. 最优账单平衡,Rippling,Review,,Yes,注意右移j位得到的人，代表编号为j的人（也就是反着的）,
,1326. 灌溉花园的最少水龙头数目,Rippling,Review,,No,,
,399. 除法求值,Rippling,Review,,quick review,"注意dfs()返回-1的情况，什么时候会返回-1？？
比如a-b, b-c-d，如果一开始dfs(b,d)，那么找到了a-b 并执行dfs(a,d),这个时候由于a到不了d，所以会返回-1
从b出发有好多路，但不是每一条都能到d(如果一次性不走回头路）",
,1046. 最后一块石头的重量,Rippling,Review,,quick review,,
10.13,4. 寻找两个正序数组的中位数,Rippling,Review,,Yes,注意：二分符合条件时直接break,
,23. 合并 K 个升序链表,Rippling,Review,,No,,
10.14,6. Z 字形变换,Google,Review,,Yes,"1.设置direction为-1
2. 先追加，再更新direction/下一次的行index",
,3481. 应用替换,Google,Review,,No,,
,305. 岛屿数量 II,Google,Review,,No,"也可以union返回True/False来控制是否减少cc,每次添加岛屿的时候，只要不是重复添加，就可以cc+=1",
,281. 锯齿迭代器,Google,Review,,No,,
,286. 墙与门,Google,Review,,No,,
,959. 由斜杠划分区域,"Google, Meta, TikTok, Amazon, Bloomberg, Microsoft",New,,Yes,"对于每个小方格，给它分成四个三角形，从左边那个开始，顺时针分别标注0123
每个小方格都有自己的index，所以每个小方格的base为4*m*m(m为长款）
注意，如果小方格右边/下面还有小方格，则需要把靠在一起的小三角形union一下",
,1368. 使网格图至少有一条有效路径的最小代价,Google,Review,,Yes,把 Dijkstra 的“按距离最小弹出 + 优先队列”思路，换成了“双端队列 deque + 常数时间插入”,
,444. 序列重建,Google,Review,,Yes,需要用Kahn。然后一开始需要遍历nums里面出现的所有元素，把所有入度为0的数字都加入到队列中,
,"1000. 合并石头的最低成本
",Google,New,,Yes,,
,1526. 形成目标数组的子数组最少增加次数,Google,Review,,No,,
,354. 俄罗斯套娃信封问题,Google,New,,Yes,先把信封按宽度从小到大排序，再把它们按高度从大到小排序，最后只需要在高度上面搜索LIS即可,
10.15,1277. 统计全为 1 的正方形子矩阵,"Google, Amazon, Meta, Microsoft",New,,quick review,dp[i+1][j+1]表示matrix[i][j]为右下角的正方形的最大边长,
,787. K 站中转内最便宜的航班,"Google, Amazon, Meta, Microsoft, Bloomberg, TikTok, Basic",Review,❤️,No,dp[t][v] = 从 src 出发，经过最多 t 条边，到达 v 的最小费用,
,808. 分汤,"Google, Amazon",New,,Yes,概率DP，记忆化搜索,
,642. 设计搜索自动补全系统,"Google, Bloomberg, Amazon, Meta, Microsoft, TikTok",New,❤️,Yes,,
,135. 分发糖果,"Google, Amazon, Meta, Microsoft, Bloomberg, TikTok",New,❤️,No,"严格递增段 + 峰顶 + 严格递减段叫做一座山
每一次循环，处理一座山。循环内部先找上坡，再找下坡。两边都是从0开始每次递增1，然后峰顶需要取两边更大的值
每次找完一座山，i都+=1，此时i-1有可能变成新的山底，即值为0. 但如果i-1和i的评分相同，start（山底）可以变为i",
,359. 日志速率限制器,Google,Review,,No,,
,1110. 删点成林,Google,Review,,Yes,,
10.16,812. 最大三角形面积,"Google, Bloomberg, Amazon",New,,No,三角形面积计算公式,
,1146. 快照数组,"Google, Amazon, Meta, Microsoft, TikTok",New,,No,"为每个index，设置一个list，里面的元素为(snap_id, val)。每次set的时候，都往这个list里面添加一条记录
然后用二分查找，去找对应的snap_id的index，即可获得这个位置的val",
,120. 三角形最小路径和,Google,Review,,quick review,,
,383. 赎金信,Google,Review,,quick review,用减法只需要一个Counter,
,939. 最小面积矩形,"Google, Amazon, Meta",New,,Yes,"枚举左上角和右下角，看另外两个顶点是否也存在
注意：set里面不能放list，只能放tuple!!!",
,312. 戳气球,"Google, Bloomberg, Amazon, Microsoft",New,,No,"dp[i][j] 表示戳破开区间 (i, j) 内所有气球能获得的最大硬币数
然后枚举中间的k, 代表这个区间中最后一个被戳破的气球",
,443. 压缩字符串,"Google, Bloomberg",Review,,No,,
,962. 最大宽度坡,"Google, Bloomberg, Amazon, Meta, Microsoft, TikTok",Review,,Yes,需要遍历两遍！！,
,503. 下一个更大元素 II,"Amazon, Google, Meta, Microsoft, Bloomberg, TikTok",New,,No,,
,274. H 指数,"Amazon, Microsoft, Bloomberg, Google, Meta",New,❤️,No,"先用一个长度为 n+1 的cnt 数组来记录，n 为文章的数量，把引用次数超过n 的文章视为被引用了n 次。
cnt[i]代表 引用次数为 i 次的文章数量
再倒序遍历 cnt 数组，累加得到引用次数大于等于 H 的文章总数",
,"493. 翻转对
","Amazon, Google, Meta, Microsoft, Bloomberg",New,❤️,Yes,"在统计跨越翻转对时，左右两部分都已经排好序了！
所以统计中间的时候，就是同向双指针. i ,j 分别指向数组的两边。外层循环左边的指针，如果找到了对应的 j，则j 及其左边的，肯定也符合规律",
10.17,1029. 两地调度,"Bloomberg, Meta, Amazon, Google",Review,,No,,
,676. 实现一个魔法字典,"Bloomberg, Meta, Google",New,,No,"def dfs(i, node, modified)",
,1169. 查询无效交易,"Bloomberg, Amazon, Microsoft",Review,,Yes,,
10.18,1244. 力扣排行榜,"Bloomberg, Amazon, Microsoft",New,,No,,
10.19,1274. 矩形内船只的数目,Bloomberg,New,,Yes,"时间复杂度：只有包含船的区域才会继续递归，递归深度为O(log(max(m,n)),所以时间为10*(log(max(m,n)（如果剪枝）
空间复杂度：即递归深度",
,1656. 设计有序流,"Bloomberg, Google",New,,No,,
,430. 扁平化多级双向链表,"Bloomberg, Amazon, Google, Meta",New,❤️,No,"dfs函数返回尾节点。如果有child，首先dfs child, 然后得到child的尾部。把child的尾部、头部和原先的链表衔接起来。然后，如果有next, 则返回next的尾部，如果没有，返回 last",
,312. 戳气球,Bloomberg,Review,,Yes,"dp[i][j]表示把这两个位置中间的所有气球全部戳爆，能获得的最大分数
所以首尾要加上两个1",
,135. 分发糖果,Bloomberg,Review,,Yes,"注意start的设置！！！
如果i++之后，和上一个谷底是一样的，则start就=i，因为它这里也可以得到0个糖果",
,812. 最大三角形面积,Bloomberg,Review,,No,,
,901. 股票价格跨度,"Bloomberg, Amazon, Google, Meta, Microsoft",New,,No,"stack里面直接存tuple更好，存(cur_day, price)
如果一个价格比他左边所有价格都高，那么返回的天数应该是累积起来
所以栈里面可以提前放一个(-1, inf)",
,166. 分数到小数,"Google, Amazon, Meta, Microsoft, Bloomberg, TikTok",New,❤️,Yes,,
10/20,852. 山脉数组的峰顶索引,"Bloomberg, Google, Meta, Amazon, Microsoft",New,❤️,No,,
10/23,676. 实现一个魔法字典,Bloomberg,Review,,Yes,在换字符的时候，nxt_ch不能等于ch,
10/24,430. 扁平化多级双向链表,Bloomberg,Review,,Yes,,
10/29,926. 将字符串翻转到单调递增,"expedia, Google, Amazon, TikTok",New,,No,DP！！,
,2062. 统计字符串中的元音子字符串,"expedia, Bloomberg, Amazon, Google",New,,No,,
,724. 寻找数组的中心下标,"Google, Meta, Amazon, expedia, Microsoft, Bloomberg, TikTok",New,,No,,
,3035. 回文字符串的最大数量,expedia,Review,,No,"假设a=4, b=c=1. 我们想组成两个长度为3的回文串。可以不管奇数次数。只考虑有多少个可以用的数对。
组成一个长度为n的字符串，需要n//2个数对。
对于我们每个可以用的字符，算出可以用的数对总数，填充即可",
,1963. 使字符串平衡的最小交换次数,expedia,Review,,No,,
,316. 去除重复字母,expedia,Review,,No,"保持升序栈。可以pop的条件是什么？是被pop的元素在后面还会出现
另外，不一定是每个元素都要进栈。比如aba，这里的a就不用进了,直接continue！
",
,1492. n 的第 k 个因子,expedia,New,,No,"从1遍历直到isqrt(n)，用两个数组，small,large同时装结果",
,697. 数组的度,expedia,New,,No,,
,2168. 每个数字的频率都相同的独特子字符串的数量,expedia,New,,No,需要用到set!!!遍历每个子串，然后判断每个子串是否是所有数字的频率都相等,
10/30,1197. 进击的骑士,expedia,New,,quick review,直接当成第一象限的就好了，直接BFS,
,1451. 重新排列句子中的单词,"expedia, Microsoft",New,,No,注意新的首个单词和旧的首个单词是一样的那种情况,
,13. 罗马数字转整数,expedia,Review,,No,每次把当前的值和下一个比较,
,780. 到达终点,"expedia, Amazon, Google",New,,Yes,注意用取模代替多次减法,
,2366. 将数组排序的最少替换次数,"expedia, Google, Amazon",New,,Yes,"从右往左贪心，维护遇见的最小值。如果新遇见的数字大于最小值，则需要拆分。
尽量平均拆！需要拆多少份才能保证每一份都不超过mn?答案是k=ceil(nums[i]/mn)
拆分后的最小值为多少？是nums[i]/k",
,3136. 有效单词,"expedia, Google, Meta, Microsoft, Bloomberg, Amazon",New,,No,,
,2533. 好二进制字符串的数量,expedia,New,,No,,
,2006. 差的绝对值为 K 的数对数目,"expedia, Amazon, Google, Microsoft",New,,No,,
,1328. 破坏回文串,expedia,Review,,quick review,,
,468. 验证IP地址,"expedia, Amazon, Microsoft, TikTok",New,,No,"query.find(':)可以返回index,  如果没有，就返回-1",
10/31,706. 设计哈希映射,expedia,New,,Yes,,
,567. 字符串的排列,"expedia, Google, Amazon, Microsoft, Bloomberg, TikTok, Meta",Review,,quick review,"用两个数组cnt1和cnt2.先遍历s1,再遍历s2,保持固定窗口大小，即使增添、移出元素。每次比较是否cnt1==cnt2",
,1101. 彼此熟识的最早时间,expedia,New,,No,,
,1334. 阈值距离内邻居最少的城市,"Google, Amazon, Microsoft, Bloomberg, expedia",New,❤️,Yes,Dijkstra/floyd两种做法都可以！floyd更适合稠密图！！,
,1481. 不同整数的最少数目,"Google, Amazon, Meta, TikTok, expedia",New,,No,,
,1547. 切棍子的最小成本,"expedia, Google, Amazon, Meta, Microsoft, Bloomberg",New,❤️,Yes,,
11.03,901. 股票价格跨度,"Bloomberg, expedia",Review,,No,单调栈，移出无用,
,1541. 平衡括号字符串的最少插入次数,"Google, Amazon, Meta, expedia, TikTok",Review,,Yes,"用score代表所期待的)数量。如果遇见(,则score+=1
如果遇见),如果score>0,则score-=2，但是还要判断下一个字符是不是)
如果score==0，则代表还要补一个(
最后返回res+score",
,1487. 保证文件名唯一,expedia,New,,Yes,还是需要一些技巧的,
,1507. 转变日期格式,expedia,New,,No,,
,926. 将字符串翻转到单调递增,expedia,Review,,quick review,,
,2062. 统计字符串中的元音子字符串,expedia,Review,,quick review,恰好型滑动窗口，但要make sure两个左指针的相对位置合理！,
,3035. 回文字符串的最大数量,expedia,Review,,No,,
,316. 去除重复字母,expedia,Review,,No,"需要注意！！！ 就是，如果我们有这个bba,那么很有可能会把第二个b给移除掉，所以我们必须判断，这个b的last_appear_idx必须在现在的i之后！！",
,1492. n 的第 k 个因子,expedia,Review,,No,,
,2168. 每个数字的频率都相同的独特子字符串的数量,expedia,Review,,Yes,对于每个起点i，都建一个cnt字典！,
11.05,1235. 规划兼职工作,"DoorDash, Amazon, Bloomberg",New,,No,动态规划，每个区间的end记录一下可能的最大利润，可以选/不选这个区间,
,1834. 单线程 CPU,"DoorDash, Microsoft, Google",Review,,No,,
11.06,1268. 搜索推荐系统,DoorDash,Review,,No,,
,1166. 设计文件系统,DoorDash,New,,No,,
11/10,359. 日志速率限制器,Amazon,Review,,quick review,,
11/14,1004. 最大连续1的个数 III,Bloomberg,Review,,No,,
,1029. 两地调度,Bloomberg,Review,,No,,
,988. 从叶结点开始的最小字符串,Bloomberg,New,,Yes,自顶向下才可以！！,
,8. 字符串转换整数 (atoi),Bloomberg,Review,,No,,
,105. 从前序与中序遍历序列构造二叉树,Bloomberg,Review,,No,,
,115. 不同的子序列,Bloomberg,Review,,No,注意base CASE！！因为t字符串可以从s字符串的任意位置开始，所以dp[i][0]=1，对所有i来说,
,498. 对角线遍历,Bloomberg,New,,Yes,"一共有m+n-1条对角线，对于第 i 条对角线，上面的横纵坐标之和为i
遍历每一条对角线，有从上往下的，还有从下往上的
比如从上往下的，初始化x=0,y=i但是当i>=n时，y为n-1",
,1383. 最大的团队表现值,DoorDash,New,,quick review,先按照效率从大到小排序，然后看：每个人作为效率最小值时，在左边找到最多k-1个速度最大的人。,
,1359. 有效的快递序列数目,DoorDash,New,,No,,
,854. 相似度为 K 的字符串,DoorDash,New,,Yes,"用一个neighbor函数，传递进入一个字符串，返回字符串array，代表经过一次操作，可能获得的更贴近s2的字符串，
具体就是找s中第一个与s2不同的位置，然后找一下s后面哪个位置可以与这个位置交换。当然不可以把原本正确的给换坏了
然后用BFS找最短距离即可",
,554. 砖墙,Bloomberg,New,,No,,
,334. 递增的三元子序列,Bloomberg,New,,Yes,"用first, second来保存当前遇到的最小和第二小",
,450. 删除二叉搜索树中的节点,Bloomberg,Review,,Yes,deleteNode返回的是删除目标节点后的树。当删除root节点时，如果只有左孩子，就直接返回左孩子就好了,
11/15,752. 打开转盘锁,Bloomberg,New,,No,,
,1366. 通过投票对团队排名,Bloomberg,New,,Yes,"自定义排序.sorted(cnt)可以对一个字典cnt里的key排序，返回排序好的key 
这一题就是先建一个字典，每个key是队伍的名字，value是一个数字，代表获得 第几个排名时的投票数，因此直接排序这样的value即可",
,220. 存在重复元素 III,Bloomberg,Review,,Yes,"用bucket来装这些数字，每个bucket实际上是一个set. 
滑动窗口，保持每时每刻，所有bucket里面的元素，他们的indexDiff都不超出限制。
每次新添加一个数字的时候，检查bucket是否为空，若不为空,则可以直接返回True.若为空，则检查一下旁边的bucket里面是否有与当前value之差小于等于valueDIff的元素",
,3713. 最长的平衡子串 I,Bloomberg,New,,Yes,"暴力解法，这题不可以用滑动窗口。
为每个起点i维护一个cnt数组，在遍历加入字母的时候，检查是否此时len(cnt.values())==1",
,1823. 找出游戏的获胜者,Bloomberg,New,❤️,Yes,约瑟夫环,
,670. 最大交换,Bloomberg,Review,,No,,
,"1922. 统计好数字的数目
",Bloomberg,New,,Yes,,
,311. 稀疏矩阵的乘法,Bloomberg,New,,No,"单独一个函数来返回一个list，里面每一项都是一个三元组，分别由(x,y,val)
计算乘法的时候，遍历两个矩阵中的所有元素，看看他们是否需要mutiply",
,2048. 下一个更大的数值平衡数,Bloomberg,New,,Yes,直接枚举就可以了,
,"50. Pow(x, n)",Bloomberg,New,,No,"比如求3的11次方。3^11=3^1*3^2*3^8,
把11写成1011，每次把它右移，,若此时最右边一位为1，则答案需要*=x.同时x*=x",
11/16,1387. 将整数按权重排序,Bloomberg,New,,Yes,"记忆化搜索，自顶向下
如果从底往上的话，很难确定上界",
,1429. 第一个唯一数字,Bloomberg,New,,No,,
,797. 所有可能的路径,Bloomberg,New,,No,,
,503. 下一个更大元素 II,Bloomberg,Review,,No,,
11/17,763. 划分字母区间,Bloomberg,New,,Yes,"把start设为-1，并且在遍历过程中，先更新rightmost. 
然后再检查，if i==rightmost， 则可以划分了。此时再把start设为i",
,314. 二叉树的垂直遍历,Bloomberg,Review,,quick review,"注意这道题的要求是，如果多个节点在同一行同一列，那么按【从左到右】排序
所以用BFS，二叉树的level-order遍历。每次把当前的节点和它的X轴坐标加入队列",
,987. 二叉树的垂序遍历,Bloomberg,Review,,quick review,"与上一题不同的是，如果多个节点在同一行同一列，那么按【值】排序
用BFS时，当把节点加入某一个X轴坐标的队列时，加入(level, val)，最后对于每个X轴，再sort",
,"50. Pow(x, n)",Bloomberg,Review,,No,,
,1244. 力扣排行榜,Bloomberg,Review,,Yes,使用SortedDict，遍历的时候就是按照key排好序的！,
,274. H 指数,Bloomberg,Review,,Yes,,
,115. 不同的子序列,Bloomberg,Review,,No,,
,134. 加油站,Bloomberg,Review,,Yes,"同时维护total.cur
cur一旦小于0，则吧可能的起点设置为i+1,同时再吧cur恢复为0
如果最后total<0,返回-1",
,787. K 站中转内最便宜的航班,Bloomberg,Review,,Yes,bellman ford,
,42. 接雨水,Bloomberg,Review,,No,,
